casetas,tramo_que_cobra,tipo_vehiculo,costo
Cerro Gordo,Ent. Cerro Gordo-Salamanca,motos,6.0
Cerro Gordo,Ent. Cerro Gordo-Salamanca,motos,6.0
San Marcos Bis,Mexico-Circuito Exterior Mexiquense,motos,8.0
San Marcos Bis,Mexico-Circuito Exterior Mexiquense,motos,10.0
Nodo Popotla,La Mision-Corredor 2000,motos,15.0
Nodo Popotla,La Mision-Corredor 2000,motos,16.0
Lagos de Moreno,Lagos de Moreno - Villa de Arriaga,motos,53.0
Ozumba,Amecameca - Nepantla,motos,23.0
Aeropuerto Los Cabos,San Jose del Cabo-Aeropuerto Los Cabos,motos,17.0
Aeropuerto Los Cabos,Cabo San Lucas-Aeropuerto Los Cabos,motos,36.0
Aeropuerto Los Cabos,El Mangle-Aeropuerto Los Cabos,motos,39.0
San Lucas,Aeropuerto Los Cabos-Cabo San Lucas,motos,36.0
San Lucas,San Jose del Cabo-Cabo San Lucas,motos,28.0
San Lucas,El Mangle-Cabo San Lucas,motos,17.0
El Mangle,Aeropuerto Los Cabos-El Mangle,motos,39.0
El Mangle,San JosÃ© del Cabo-El Mangle,motos,30.0
El Mangle,Cabo San Lucas-El Mangle,motos,17.0
Apaseo,Celaya-Apaseo,motos,18.0
Apaseo,Celaya-Apaseo,motos,18.0
Tepoztlan,La Pera - Oaxtepec,motos,15.0
Tepoztlan,La Pera - Oaxtepec,motos,16.0
Oacalco,Oaxtepec - Cuautla,motos,15.0
Oacalco,Oaxtepec - Cuautla,motos,16.0
Amozoc,Puebla-Acatzingo,motos,33.0
Amozoc,Puebla-Amozoc,motos,17.0
Amozoc-Perote,Puebla-Ent. Amozoc-Perote,motos,6.0
Esperanza,Acatzingo-Cd Mendoza,motos,65.0
Esperanza,Acatzingo-Esperanza,motos,33.0
Esperanza,Esperanza-Cd. Mendoza,motos,33.0
Iguala,Puente de Ixtla-Iguala,motos,39.0
Iguala,Puente de Ixtla-Iguala,motos,41.0
Playas de Tijuana,Tijuana-Rosarito,motos,17.0
Playas de Tijuana,Tijuana-Rosarito,motos,18.0
Rosarito,Rosarito-La Mision,motos,17.0
Rosarito,Rosarito-La Mision,motos,18.0
Ensenada,La Mision-Ensenada,motos,18.0
Ensenada,La Mision-Ensenada,motos,20.0
Tepotzotlan,Tepalcapa - Tepeji,motos,41.0
Tepotzotlan,Tepalcapa - Tepeji,motos,41.0
Salamanca,Celaya-Irapuato,motos,39.0
Salamanca,Celaya-Irapuato,motos,39.0
Salamanca,Celaya-Salamanca,motos,26.0
Salamanca,Celaya-Salamanca,motos,27.0
Salamanca,Salamanca-Irapuato,motos,13.0
Salamanca,Salamanca-Irapuato,motos,13.0
Fortin,Cd. Mendoza - Cordoba,motos,14.0
Fortin,Cd. Mendoza - Cordoba,motos,15.0
Fortin,Cd. Mendoza - Fortin,motos,6.0
Fortin,Cd. Mendoza - Fortin,motos,6.0
Palmillas,Tepeji-Palmillas,motos,41.0
Palmillas,Tepeji-Palmillas,motos,41.0
Zacapalco,Zacapalco-Rancho Viejo,motos,15.0
Zacapalco,Zacapalco-Rancho Viejo,motos,16.0
Taxco,Rancho Viejo-Taxco,motos,7.0
Taxco,Rancho Viejo-Taxco,motos,7.0
Queretaro,Queretaro-Celaya,motos,38.0
Queretaro,Queretaro-Celaya,motos,38.0
Queretaro Bis,Queretaro-Ent. Lib Suroeste de Qro,motos,3.0
Queretaro Bis,Queretaro-Ent. Lib Suroeste de Qro,motos,4.0
Queretaro Bis,Ent. Lib Suroeste de Qro-Celaya,motos,33.0
Queretaro Bis,Ent. Lib Suroeste de Qro-Celaya,motos,36.0
Jorobas,Jorobas-Tepeji,motos,26.0
Jorobas,Jorobas-Tepeji,motos,27.0
Jorobas,Circuito Exterior Mexiquense,motos,26.0
Jorobas,Circuito Exterior Mexiquense,motos,27.0
San Marcos,Mexico-San Martin Texmelucan,motos,60.0
San Marcos,Mexico-San Martin Texmelucan,motos,63.0
Polotitlan,Tepeji-Polotitlan,motos,33.0
Polotitlan,Tepeji-Polotitlan,motos,37.0
Chalco,Mexico-Chalco,motos,8.0
Chalco,Mexico-Chalco,motos,10.0
Tehuacan,Cuacnopalan-Tehuacan,motos,20.0
Tehuacan,Cuacnopalan-Tehuacan,motos,21.0
Miahuatlan,Tehuacan-Miahuatlan,motos,14.0
Miahuatlan,Tehuacan-Miahuatlan,motos,15.0
Suchixtlahuaca,Miahuatlan-Nochixtlan,motos,34.0
Suchixtlahuaca,Miahuatlan-Nochixtlan,motos,36.0
Suchixtlahuaca,Miahuatlan-Coixtlahuaca,motos,17.0
Suchixtlahuaca,Miahuatlan-Coixtlahuaca,motos,17.0
Huitzo,Nochixtlan-Oaxaca,motos,44.0
Huitzo,Nochixtlan-Oaxaca,motos,44.0
Huitzo,Nochixtlan-Huitzo,motos,33.0
Huitzo,Nochixtlan-Huitzo,motos,35.0
Huitzo,Huitzo-Oaxaca,motos,13.0
Huitzo,Huitzo-Oaxaca,motos,13.0
Huitzo,Huitzo-Nochixtlan,motos,35.0
San Martin a Puebla,San Martin Texmelucan-Puebla,motos,18.0
San Martin a Puebla,San Martin Texmelucan-Puebla,motos,19.0
El Hongo,La Rumorosa-Tecate,motos,37.0
El Hongo,La Rumorosa-Tecate,motos,39.0
El Hongo,El Hongo-Tecate,motos,17.0
El Hongo,El Hongo-Tecate,motos,18.0
El Hongo,La Rumorosa-El Hongo,motos,16.0
El Hongo,La Rumorosa-El Hongo,motos,18.0
San Jose del Cabo,Aeropuerto Los Cabos-San Jose del Cabo,motos,17.0
San Jose del Cabo,Cabo San Lucas-San JosÃ© del Cabo,motos,28.0
San Jose del Cabo,El Mangle-San JosÃ© del Cabo,motos,30.0
Tehuantepec,Salina Cruz-Tehuantepec,motos,17.0
Tehuantepec,Salina Cruz-Tehuantepec,motos,18.0
Ixtepec,Tehuantepec- la Ventosa,motos,35.0
Ixtepec,Tehuantepec- la Ventosa,motos,36.0
Ixtepec,Tehuantepec- Ixtepec,motos,17.0
Ixtepec,Tehuantepec- Ixtepec,motos,18.0
Ixtepec,Ixtepec - la Ventosa,motos,17.0
Ixtepec,Ixtepec - la Ventosa,motos,18.0
Durango,Libramiento de Durango-Ent. Otinapa,motos,31.0
Llano Grande,Ent. Otinapa-Ent. Piloncillo,motos,45.0
Coscomate,Ent. Piloncillo-Santa Lucia,motos,143.0
Mesillas,Santa LucÃ­a-MazatlÃ¡n (Villa UniÃ³n),motos,76.0
Mesillas,Santa LucÃ­a-La Concordia,motos,56.0
Mesillas,La Concordia-MazatlÃ¡n (Villa UniÃ³n),motos,18.0
Chamapa,Chamapa-Lecheria,motos,26.0
Chamapa,Chamapa-Lecheria,motos,24.0
Chamapa,Chamapa-Ent. San Miguel,motos,23.0
Chamapa,Chamapa-Ent. San Miguel,motos,21.0
Chamapa,Chamapa-Lago de Guadalupe,motos,22.0
Chamapa,Chamapa-Lago de Guadalupe,motos,21.0
Chamapa,Chamapa-Atizapan,motos,17.0
Chamapa,Chamapa-Atizapan,motos,17.0
Chamapa,Chamapa-Madin,motos,12.0
Chamapa,Chamapa-Madin,motos,11.0
Chamapa,Chamapa-San Mateo Nopala,motos,5.0
Chamapa,Chamapa-San Mateo Nopala,motos,5.0
Chamapa,Chamapa-Cipreses,motos,2.0
Chamapa,Chamapa-Cipreses,motos,2.0
Cipreses,Cipreses-Lecheria,motos,22.0
Cipreses,Cipreses-Lecheria,motos,21.0
Cipreses,Cipreses-Ent. San Miguel,motos,19.0
Cipreses,Cipreses-Ent. San Miguel,motos,18.0
Cipreses,Cipreses-Lago de Guadalupe,motos,18.0
Cipreses,Cipreses-Lago de Guadalupe,motos,17.0
Cipreses,Cipreses-Atizapan,motos,15.0
Cipreses,Cipreses-Atizapan,motos,14.0
Cipreses,Cipreses-Madin,motos,10.0
Cipreses,Cipreses-Madin,motos,9.0
Cipreses,Cipreses-San Mateo Nopala,motos,2.0
Cipreses,Cipreses-San Mateo Nopala,motos,2.0
San Mateo Nopala,San Mateo Nopala-Lecheria,motos,21.0
San Mateo Nopala,San Mateo Nopala-Lecheria,motos,20.0
San Mateo Nopala,San Mateo Nopala-Ent. San Miguel,motos,18.0
San Mateo Nopala,San Mateo Nopala-Ent. San Miguel,motos,17.0
San Mateo Nopala,Sn Mateo Nopala-Lago de Guadalupe,motos,16.0
San Mateo Nopala,Sn Mateo Nopala-Lago de Guadalupe,motos,15.0
San Mateo Nopala,San Mateo Nopala-Atizapan,motos,12.0
San Mateo Nopala,San Mateo Nopala-Atizapan,motos,11.0
San Mateo Nopala,San Mateo Nopala-Madin,motos,8.0
San Mateo Nopala,San Mateo Nopala-Madin,motos,8.0
Madin,Madin-Lecheria,motos,12.0
Madin,Madin-Lecheria,motos,11.0
Madin,Madin-Ent. San Miguel,motos,9.0
Madin,Madin-Ent. San Miguel,motos,9.0
Madin,Madin-Lago de Guadalupe,motos,9.0
Madin,Madin-Lago de Guadalupe,motos,8.0
Madin,Madin-Atizapan,motos,3.0
Madin,Madin-Atizapan,motos,3.0
Atizapan,Atizapan-Lecheria,motos,8.0
Atizapan,Atizapan-Lecheria,motos,8.0
Atizapan,Atizapan-Ent. San Miguel,motos,5.0
Atizapan,Atizapan-Ent. San Miguel,motos,5.0
Atizapan,Atizapan-Lago de Guadalupe,motos,3.0
Atizapan,Atizapan-Lago de Guadalupe,motos,3.0
Lago de Guadalupe,Lago de Guadalupe-Ent. San Miguel,motos,1.0
Lago de Guadalupe,Lago de Guadalupe-Ent. San Miguel,motos,1.0
Lago de Guadalupe,Lago de Guadalupe-Lecheria,motos,3.0
Lago de Guadalupe,Lago de Guadalupe-Lecheria,motos,3.0
Ent.San Miguel,Ent.San Miguel-Lecheria,motos,3.0
Ent.San Miguel,Ent.San Miguel-Lecheria,motos,2.0
Lomas Verdes,Lomas Verdes-LecherÃ­a,motos,22.0
Lomas Verdes,Lomas Verdes-LecherÃ­a,motos,21.0
Lomas Verdes,Lomas Verdes-Ent.San Miguel,motos,18.0
Lomas Verdes,Lomas Verdes-Ent.San Miguel,motos,17.0
Lomas Verdes,Lomas Verdes-Lago de Guadalupe,motos,16.0
Lomas Verdes,Lomas Verdes-Lago de Guadalupe,motos,15.0
Lomas Verdes,Lomas Verdes-AtizapÃ¡n,motos,12.0
Lomas Verdes,Lomas Verdes-AtizapÃ¡n,motos,11.0
Lomas Verdes,Lomas Verdes-Madin,motos,6.0
Lomas Verdes,Lomas Verdes-Madin,motos,6.0
Lomas Verdes,Lomas Verdes-San Mateo Nopala,motos,8.0
Lomas Verdes,Lomas Verdes-San Mateo Nopala,motos,8.0
Lomas Verdes,Lomas Verdes-Cipreses,motos,12.0
Lomas Verdes,Lomas Verdes-Cipreses,motos,11.0
Lomas Verdes,Lomas Verdes-Chamapa,motos,15.0
Lomas Verdes,Lomas Verdes-Chamapa,motos,14.0
El Zacatal,Zacatal-Ciudad del Carmen,motos,42.0
Bermejillo,Gomez Palacio-Est Banderas,motos,59.0
Ceballos,Est Banderas-Corralitos,motos,67.0
Plan de Ayala,Loma Bonita-Plan de Ayala,motos,64.0
La Cuchilla,Matamoros-La Cuchilla,motos,36.0
Lagos de Moreno,Lagos de Moreno - Villa de Arriaga,motos,53.0
Ozumba,Amecameca - Nepantla,motos,24.0
Aeropuerto Los Cabos,San Jose del Cabo-Aeropuerto Los Cabos,motos,18.0
Aeropuerto Los Cabos,Cabo San Lucas-Aeropuerto Los Cabos,motos,43.0
Aeropuerto Los Cabos,El Mangle-Aeropuerto Los Cabos,motos,46.0
San Lucas,Aeropuerto Los Cabos-Cabo San Lucas,motos,43.0
San Lucas,San Jose del Cabo-Cabo San Lucas,motos,28.0
San Lucas,El Mangle-Cabo San Lucas,motos,20.0
El Mangle,Aeropuerto Los Cabos-El Mangle,motos,46.0
El Mangle,San JosÃ© del Cabo-El Mangle,motos,36.0
El Mangle,Cabo San Lucas-El Mangle,motos,20.0
San Jose del Cabo,Aeropuerto Los Cabos-San Jose del Cabo,motos,18.0
San Jose del Cabo,Cabo San Lucas-San JosÃ© del Cabo,motos,28.0
San Jose del Cabo,El Mangle-San JosÃ© del Cabo,motos,36.0
Durango,Libramiento de Durango-Ent. Otinapa,motos,31.0
Llano Grande,Ent. Otinapa-Ent. Piloncillo,motos,46.0
Coscomate,Ent. Piloncillo-Santa Lucia,motos,146.0
Mesillas,Santa LucÃ­a-MazatlÃ¡n (Villa UniÃ³n),motos,77.0
Mesillas,Santa LucÃ­a-La Concordia,motos,57.0
Mesillas,La Concordia-MazatlÃ¡n (Villa UniÃ³n),motos,19.0
Tlalpan,Mexico - Cuernavaca,motos,53.0
Alpuyeca,Cuernavaca-Alpuyeca,motos,24.0
Paso Morelos,Pte de Ixtla-Chilpancingo,motos,72.0
Paso Morelos,Pte de Ixtla-Paso Morelos,motos,28.0
Paso Morelos,Paso Morelos-Chilpancingo,motos,44.0
Palo Blanco,Chilpancingo-Tierra Colorada,motos,67.0
La Venta,Tierra Colorada-Acapulco,motos,59.0
Xochitepec,Cuernavaca-Xochitepec,motos,11.0
Aeropuerto,Cuernavaca-Aeropuerto,motos,6.0
Aeropuerto,Aeropuerto-Cuernavaca,motos,6.0
Emiliano Zapata,Cuernavaca-Central de Abastos,motos,3.0
Tampico,Ent Cd Valles-Ent Altamira,motos,14.0
Tampico,Ent Cd Valles-Loma Real,motos,7.0
Tampico,Loma Real-Ent Altamira,motos,7.0
Cuitlahuac,Cordoba-La Tinaja,motos,55.0
Cuitlahuac,Cordoba-Cuitlahuac,motos,19.0
Cuitlahuac,Cuitlahuac-La Tinaja,motos,36.0
Paso del Toro,La Tinaja-Veracruz,motos,52.0
Paso del Toro,La Tinaja-Paso del Toro,motos,42.0
Paso del Toro,Paso del Toro-Veracruz,motos,8.0
Cosamaloapan,La Tinaja-Isla,motos,111.0
Cosamaloapan,La Tinaja-Cosamaloapan,motos,91.0
Cosamaloapan,Cosamaloapan-Isla,motos,19.0
Sayula,Isla-Cosoleacaque,motos,103.0
Sayula,Isla-Acayucan,motos,67.0
Sayula,Acayucan-Cosoleacaque,motos,38.0
Chichimequillas,Ent. Aut. Mex. Qro.-Ent. Qro. Slp,motos,24.0
Seybaplaya,Champoton-Campeche,motos,37.0
Seybaplaya,Villa Madero-Seybaplaya,motos,15.0
Seybaplaya,Seybaplaya-Campeche,motos,23.0
La Carbonera (Ojo Caliente),Libramiento Oriente Saltillo,motos,20.0
Los Chorros,La Carbonera-Puerto Mexico,motos,32.0
Huachichil,Ent. Huachichil-Ent. Tramo Los Chorros,motos,23.0
Estacion Don (La Jaula),Estacion Don-Navojoa,motos,44.0
Fundicion,Navojoa-Cd Obregon,motos,44.0
"Tres Marias ""A""",Tres Marias-Cuernavaca,motos,19.0
Esperanza,Cd Obregon-Guaymas,motos,44.0
Guaymas,Libramiento Guaymas,motos,18.0
Hermosillo,Hermosillo-Magdalena,motos,44.0
Magdalena,Libramiento Magdalena,motos,14.0
Bermejillo,Gomez Palacio-Est Banderas,motos,61.0
Ceballos,Est Banderas-Corralitos,motos,70.0
Plan de Ayala,Loma Bonita-Plan de Ayala,motos,67.0
La Cuchilla,Matamoros-La Cuchilla,motos,38.0
Sanchez Magallanes (Aguadulce ),Agua Dulce-Cardenas,motos,40.0
Sanchez Magallanes (Aguadulce ),Agua Dulce-Entronque Magallanes,motos,19.0
Sanchez Magallanes (Aguadulce ),Entronque Magallanes-Cardenas,motos,19.0
Totomoxtle,Totomoxtle-Ent. el Pital,motos,22.0
Totomoxtle,Ent. Gutierrez Zamora-Nautla,motos,6.0
Las Choapas,Ent. Las Choapas-Ent. Nuevo Sacrificio,motos,40.0
Las Choapas,Ent. Las Choapas-Ent. Las Choapas Ii,motos,12.0
Las Choapas,Las Choapas Ii-Ent.Nuevo Sacrificio,motos,28.0
Malpasito,Ent. Nuevo Sacrificio-Ent. Raudales,motos,40.0
Malpasito,Ent. Nuevo Sacrificio-Malpasito,motos,21.0
Malpasito,Malpasito-Raudales,motos,18.0
Ocozocoautla (Ocuilapa),Ent. Raudales-Ent. Ocozocoautla,motos,40.0
Villagran,Villagran-Salamanca,motos,15.0
Ing. Francisco Velasco DurÃ¡n,Cuernavaca-Pte de Ixtla,motos,34.0
Alpuyeca,Alpuyeca-Pte de Ixtla,motos,11.0
Cerro Gordo,Celaya-Ent. Cerro Gordo,motos,23.0
Cerro Gordo,Ent. Cerro Gordo-Irapuato,motos,20.0
Cerro Gordo,Ent. Cerro Gordo-Salamanca,motos,6.0
San Marcos Bis,Mexico-Circuito Exterior Mexiquense,motos,10.0
Nodo Popotla,La Mision-Corredor 2000,motos,17.0
Lagos de Moreno,Lagos de Moreno - Villa de Arriaga,motos,56.0
Ozumba,Amecameca - Nepantla,motos,25.0
Aeropuerto Los Cabos,San Jose del Cabo-Aeropuerto Los Cabos,motos,20.0
Aeropuerto Los Cabos,Cabo San Lucas-Aeropuerto Los Cabos,motos,45.0
Aeropuerto Los Cabos,El Mangle-Aeropuerto Los Cabos,motos,48.0
San Lucas,Aeropuerto Los Cabos-Cabo San Lucas,motos,45.0
San Lucas,San Jose del Cabo-Cabo San Lucas,motos,35.0
San Lucas,El Mangle-Cabo San Lucas,motos,21.0
El Mangle,Aeropuerto Los Cabos-El Mangle,motos,48.0
El Mangle,San JosÃ© del Cabo-El Mangle,motos,38.0
El Mangle,Cabo San Lucas-El Mangle,motos,21.0
Apaseo,Celaya-Apaseo,motos,19.0
Tepoztlan,La Pera - Oaxtepec,motos,16.0
Oacalco,Oaxtepec - Cuautla,motos,16.0
Amozoc,Puebla-Acatzingo,motos,35.0
Amozoc,Puebla-Amozoc,motos,18.0
Amozoc-Perote,Puebla-Ent. Amozoc-Perote,motos,6.0
Esperanza,Acatzingo-Cd Mendoza,motos,68.0
Esperanza,Acatzingo-Esperanza,motos,35.0
Esperanza,Esperanza-Cd. Mendoza,motos,35.0
Iguala,Puente de Ixtla-Iguala,motos,43.0
Playas de Tijuana,Tijuana-Rosarito,motos,19.0
Rosarito,Rosarito-La Mision,motos,19.0
Ensenada,La Mision-Ensenada,motos,21.0
Tepotzotlan,Tepalcapa - Tepeji,motos,43.0
Salamanca,Celaya-Irapuato,motos,40.0
Salamanca,Celaya-Salamanca,motos,28.0
Salamanca,Salamanca-Irapuato,motos,14.0
Fortin,Cd. Mendoza - Cordoba,motos,16.0
Fortin,Cd. Mendoza - Fortin,motos,7.0
Palmillas,Tepeji-Palmillas,motos,43.0
Zacapalco,Zacapalco-Rancho Viejo,motos,17.0
Taxco,Rancho Viejo-Taxco,motos,7.0
Queretaro,Queretaro-Celaya,motos,40.0
Queretaro Bis,Queretaro-Ent. Lib Suroeste de Qro,motos,4.0
Queretaro Bis,Ent. Lib Suroeste de Qro-Celaya,motos,38.0
Jorobas,Jorobas-Tepeji,motos,28.0
Jorobas,Circuito Exterior Mexiquense,motos,28.0
San Marcos,Mexico-San Martin Texmelucan,motos,66.0
Polotitlan,Tepeji-Polotitlan,motos,39.0
Chalco,Mexico-Chalco,motos,10.0
Tehuacan,Cuacnopalan-Tehuacan,motos,22.0
Miahuatlan,Tehuacan-Miahuatlan,motos,15.0
Suchixtlahuaca,Miahuatlan-Nochixtlan,motos,37.0
Suchixtlahuaca,Miahuatlan-Coixtlahuaca,motos,18.0
Huitzo,Nochixtlan-Oaxaca,motos,44.0
Huitzo,Nochixtlan-Huitzo,motos,37.0
Huitzo,Huitzo-Oaxaca,motos,14.0
Huitzo,Huitzo-Nochixtlan,motos,37.0
San Martin a Puebla,San Martin Texmelucan-Puebla,motos,20.0
El Hongo,La Rumorosa-Tecate,motos,41.0
El Hongo,El Hongo-Tecate,motos,19.0
El Hongo,La Rumorosa-El Hongo,motos,19.0
San Jose del Cabo,Aeropuerto Los Cabos-San Jose del Cabo,motos,20.0
San Jose del Cabo,Cabo San Lucas-San JosÃ© del Cabo,motos,35.0
San Jose del Cabo,El Mangle-San JosÃ© del Cabo,motos,38.0
Tehuantepec,Salina Cruz-Tehuantepec,motos,19.0
Ixtepec,Tehuantepec- la Ventosa,motos,37.0
Ixtepec,Tehuantepec- Ixtepec,motos,19.0
Ixtepec,Ixtepec - la Ventosa,motos,19.0
Durango,Libramiento de Durango-Ent. Otinapa,motos,32.0
Llano Grande,Ent. Otinapa-Ent. Piloncillo,motos,48.0
Coscomate,Ent. Piloncillo-Santa Lucia,motos,153.0
Mesillas,Santa LucÃ­a-MazatlÃ¡n (Villa UniÃ³n),motos,80.0
Mesillas,Santa LucÃ­a-La Concordia,motos,60.0
Mesillas,La Concordia-MazatlÃ¡n (Villa UniÃ³n),motos,20.0
Chamapa,Chamapa-Lecheria,motos,27.0
Chamapa,Chamapa-Ent. San Miguel,motos,24.0
Chamapa,Chamapa-Lago de Guadalupe,motos,23.0
Chamapa,Chamapa-Atizapan,motos,18.0
Chamapa,Chamapa-Madin,motos,13.0
Chamapa,Chamapa-San Mateo Nopala,motos,5.0
Chamapa,Chamapa-Cipreses,motos,3.0
Cipreses,Cipreses-Lecheria,motos,23.0
Cipreses,Cipreses-Ent. San Miguel,motos,20.0
Cipreses,Cipreses-Lago de Guadalupe,motos,19.0
Cipreses,Cipreses-Atizapan,motos,15.0
Cipreses,Cipreses-Madin,motos,10.0
Cipreses,Cipreses-San Mateo Nopala,motos,2.0
San Mateo Nopala,San Mateo Nopala-Lecheria,motos,22.0
San Mateo Nopala,San Mateo Nopala-Ent. San Miguel,motos,18.0
San Mateo Nopala,Sn Mateo Nopala-Lago de Guadalupe,motos,17.0
San Mateo Nopala,San Mateo Nopala-Atizapan,motos,13.0
San Mateo Nopala,San Mateo Nopala-Madin,motos,8.0
Madin,Madin-Lecheria,motos,13.0
Madin,Madin-Ent. San Miguel,motos,9.0
Madin,Madin-Lago de Guadalupe,motos,9.0
Madin,Madin-Atizapan,motos,3.0
Atizapan,Atizapan-Lecheria,motos,8.0
Atizapan,Atizapan-Ent. San Miguel,motos,5.0
Atizapan,Atizapan-Lago de Guadalupe,motos,4.0
Lago de Guadalupe,Lago de Guadalupe-Ent. San Miguel,motos,1.0
Lago de Guadalupe,Lago de Guadalupe-Lecheria,motos,3.0
Ent.San Miguel,Ent.San Miguel-Lecheria,motos,3.0
Lomas Verdes,Lomas Verdes-LecherÃ­a,motos,23.0
Lomas Verdes,Lomas Verdes-Ent.San Miguel,motos,18.0
Lomas Verdes,Lomas Verdes-Lago de Guadalupe,motos,16.0
Lomas Verdes,Lomas Verdes-AtizapÃ¡n,motos,13.0
Lomas Verdes,Lomas Verdes-Madin,motos,7.0
Lomas Verdes,Lomas Verdes-San Mateo Nopala,motos,8.0
Lomas Verdes,Lomas Verdes-Cipreses,motos,13.0
Lomas Verdes,Lomas Verdes-Chamapa,motos,15.0
El Zacatal,Zacatal-Ciudad del Carmen,motos,44.0
Tlalpan,Mexico - Cuernavaca,motos,57.0
Alpuyeca,Cuernavaca-Alpuyeca,motos,25.0
Paso Morelos,Pte de Ixtla-Chilpancingo,motos,77.0
Paso Morelos,Pte de Ixtla-Paso Morelos,motos,30.0
Paso Morelos,Paso Morelos-Chilpancingo,motos,47.0
Palo Blanco,Chilpancingo-Tierra Colorada,motos,71.0
La Venta,Tierra Colorada-Acapulco,motos,62.0
Xochitepec,Cuernavaca-Xochitepec,motos,12.0
Aeropuerto,Cuernavaca-Aeropuerto,motos,6.0
Aeropuerto,Aeropuerto-Cuernavaca,motos,6.0
Emiliano Zapata,Cuernavaca-Central de Abastos,motos,4.0
Tampico,Ent Cd Valles-Ent Altamira,motos,15.0
Tampico,Ent Cd Valles-Loma Real,motos,7.0
Tampico,Loma Real-Ent Altamira,motos,8.0
Cuitlahuac,Cordoba-La Tinaja,motos,57.0
Cuitlahuac,Cordoba-Cuitlahuac,motos,20.0
Cuitlahuac,Cuitlahuac-La Tinaja,motos,39.0
Paso del Toro,La Tinaja-Veracruz,motos,54.0
Paso del Toro,La Tinaja-Paso del Toro,motos,43.0
Paso del Toro,Paso del Toro-Veracruz,motos,8.0
Cosamaloapan,La Tinaja-Isla,motos,114.0
Cosamaloapan,La Tinaja-Cosamaloapan,motos,94.0
Cosamaloapan,Cosamaloapan-Isla,motos,19.0
Sayula,Isla-Cosoleacaque,motos,106.0
Sayula,Isla-Acayucan,motos,69.0
Sayula,Acayucan-Cosoleacaque,motos,39.0
Chichimequillas,Ent. Aut. Mex. Qro.-Ent. Qro. Slp,motos,25.0
Seybaplaya,Champoton-Campeche,motos,38.0
Seybaplaya,Villa Madero-Seybaplaya,motos,16.0
Seybaplaya,Seybaplaya-Campeche,motos,23.0
La Carbonera (Ojo Caliente),Libramiento Oriente Saltillo,motos,21.0
Los Chorros,La Carbonera-Puerto Mexico,motos,33.0
Huachichil,Ent. Huachichil-Ent. Tramo Los Chorros,motos,24.0
Estacion Don (La Jaula),Estacion Don-Navojoa,motos,45.0
Fundicion,Navojoa-Cd Obregon,motos,45.0
"Tres Marias ""A""",Tres Marias-Cuernavaca,motos,20.0
Esperanza,Cd Obregon-Guaymas,motos,45.0
Guaymas,Libramiento Guaymas,motos,19.0
Hermosillo,Hermosillo-Magdalena,motos,45.0
Magdalena,Libramiento Magdalena,motos,14.0
Bermejillo,Gomez Palacio-Est Banderas,motos,63.0
Ceballos,Est Banderas-Corralitos,motos,72.0
Plan de Ayala,Loma Bonita-Plan de Ayala,motos,69.0
La Cuchilla,Matamoros-La Cuchilla,motos,39.0
Sanchez Magallanes (Aguadulce ),Agua Dulce-Cardenas,motos,41.0
Sanchez Magallanes (Aguadulce ),Agua Dulce-Entronque Magallanes,motos,19.0
Sanchez Magallanes (Aguadulce ),Entronque Magallanes-Cardenas,motos,20.0
Totomoxtle,Totomoxtle-Ent. el Pital,motos,23.0
Totomoxtle,Ent. Gutierrez Zamora-Nautla,motos,6.0
Las Choapas,Ent. Las Choapas-Ent. Nuevo Sacrificio,motos,41.0
Las Choapas,Ent. Las Choapas-Ent. Las Choapas Ii,motos,13.0
Las Choapas,Las Choapas Ii-Ent.Nuevo Sacrificio,motos,29.0
Malpasito,Ent. Nuevo Sacrificio-Ent. Raudales,motos,41.0
Malpasito,Ent. Nuevo Sacrificio-Malpasito,motos,22.0
Malpasito,Malpasito-Raudales,motos,18.0
Ocozocoautla (Ocuilapa),Ent. Raudales-Ent. Ocozocoautla,motos,41.0
Villagran,Villagran-Salamanca,motos,16.0
Ing. Francisco Velasco DurÃ¡n,Cuernavaca-Pte de Ixtla,motos,36.0
Alpuyeca,Alpuyeca-Pte de Ixtla,motos,11.0
Cerro Gordo,Celaya-Ent. Cerro Gordo,motos,23.0
Cerro Gordo,Ent. Cerro Gordo-Irapuato,motos,21.0
Cerro Gordo,Ent. Cerro Gordo-Salamanca,motos,6.0
San Marcos Bis,Mexico-Circuito Exterior Mexiquense,motos,11.0
Nodo Popotla,La Mision-Corredor 2000,motos,17.0
Lagos de Moreno,Lagos de Moreno - Villa de Arriaga,motos,57.0
Ozumba,Amecameca - Nepantla,motos,26.0
Aeropuerto Los Cabos,San Jose del Cabo-Aeropuerto Los Cabos,motos,20.0
Aeropuerto Los Cabos,Cabo San Lucas-Aeropuerto Los Cabos,motos,46.0
Aeropuerto Los Cabos,El Mangle-Aeropuerto Los Cabos,motos,49.0
San Lucas,Aeropuerto Los Cabos-Cabo San Lucas,motos,46.0
San Lucas,San Jose del Cabo-Cabo San Lucas,motos,36.0
San Lucas,El Mangle-Cabo San Lucas,motos,21.0
El Mangle,Aeropuerto Los Cabos-El Mangle,motos,49.0
El Mangle,San JosÃ© del Cabo-El Mangle,motos,39.0
El Mangle,Cabo San Lucas-El Mangle,motos,21.0
Apaseo,Celaya-Apaseo,motos,19.0
Tepoztlan,La Pera - Oaxtepec,motos,17.0
Oacalco,Oaxtepec - Cuautla,motos,17.0
